Country,Year,LifeExpectancy,Status,GDP,IncomeComposition,Polio,Diphtheria,TotalExpenditure,BMI
Kazakhstan,2008,66.6,Developing,8513.564645,0.758,99,99,3.65,47.9
Kazakhstan,2007,65.3,Developing,6771.414797,0.754,94,93,3.19,47.3
Kazakhstan,2006,65,Developing,5291.57565,0.747,99,99,3.73,46.8
Kazakhstan,2005,64.6,Developing,3771.278957,0.737,99,98,4.7,46.3
Kazakhstan,2004,64.7,Developing,2874.288291,0.725,99,82,3.95,45.8
Kazakhstan,2003,64.4,Developing,268.123657,0.714,99,99,3.7,45.3
Kazakhstan,2002,64.7,Developing,1658.31146,0.7,95,95,3.61,44.8
Kazakhstan,2001,64.4,Developing,149.926751,0.685,95,95,3.47,44.4
Kazakhstan,2000,63.9,Developing,1229.958,0.676,96,97,4.16,43.9
Kenya,2014,62.9,Developing,1335.6458,0.546,93,92,5.72,21.3
Kenya,2013,62.6,Developing,1229.114798,0.541,94,87,5.57,2.7
Kenya,2012,62.1,Developing,1155.2582,0.536,94,94,5.49,2.1
Kenya,2011,61.2,Developing,987.4453967,0.53,97,96,5.23,19.5
Kenya,2010,63,Developing,967.34773,0.523,9,9,3.97,18.9
Kenya,2009,59.1,Developing,92.816252,0.514,89,88,4.17,18.4
Kenya,2008,57.9,Developing,916.8992515,0.506,88,88,3.9,17.9
Kenya,2007,56.8,Developing,839.181117,0.494,76,81,4.8,17.3
Kenya,2006,55.3,Developing,697.66385,0.483,77,8,4.24,16.9
Kenya,2005,54.1,Developing,519.7999346,0.474,7,76,4.36,16.4
Kenya,2004,53,Developing,458.8843551,0.461,73,73,4.29,15.9
Kenya,2003,52.4,Developing,436.6875357,0.45,75,73,4.45,15.5
Kenya,2002,52.1,Developing,395.8493511,0.451,83,84,4.54,15.1
Kenya,2001,51.9,Developing,41.7763612,0.447,77,8,4.62,14.7
Kenya,2000,51.9,Developing,43.9797132,0.448,8,82,4.68,14.4
Kiribati,2014,66.1,Developing,1684.54274,0.597,79,75,1.21,77.1
Kiribati,2013,65.8,Developing,1724.361737,0.589,91,95,1.15,76.7
Kiribati,2012,65.7,Developing,1763.815497,0.581,92,94,1.37,76.2
Kiribati,2011,65.5,Developing,1692.613277,0.585,95,99,1.42,75.7
Kiribati,2010,65.3,Developing,1493.1651,0.584,95,91,1.52,75.2
Kiribati,2009,65.2,Developing,1297.285141,0.576,84,86,12.24,74.6
Kiribati,2008,65.1,Developing,1413.3234,0.572,74,82,12.23,74.1
Kiribati,2007,65,Developing,1357.632211,0.574,93,94,13.66,73.4
Kiribati,2006,65,Developing,1151.555618,0.576,86,86,1.93,72.8
Kiribati,2005,64.9,Developing,1214.556667,0,74,79,1.6,72.1
Kiribati,2004,64.8,Developing,113.6286,0,61,62,1.39,71.4
Kiribati,2003,64.7,Developing,115.3865,0,79,7,9.98,7.6
Kiribati,2002,64.6,Developing,826.58554,0,96,77,9.1,69.7
Kiribati,2001,64.3,Developing,734.9492461,0,88,85,9,68.8
Kiribati,2000,64.1,Developing,796.7937634,0,9,9,8.12,67.9
Kuwait,2014,74.6,Developing,42996.4812,0.787,94,95,3.4,7.8
Kuwait,2013,74.5,Developing,48399.9581,0.796,99,99,2.56,7.2
Kuwait,2012,74.3,Developing,51264.7134,0.794,98,98,2.57,69.5
Kuwait,2011,74.2,Developing,48268.5912,0.792,99,99,2.62,69
Kuwait,2010,74,Developing,38497.61696,0.79,98,98,2.76,68.4
Kuwait,2009,73.9,Developing,37567.3121,0.788,99,99,3.87,67.9
Kuwait,2008,73.8,Developing,55571.9986,0.787,99,99,1.93,67.5
Kuwait,2007,73.7,Developing,45793.97614,0.787,99,99,2.13,67.1
Kuwait,2006,73.6,Developing,42717.55725,0.787,99,99,2.25,66.7
Kuwait,2005,73.6,Developing,3549.26132,0.789,99,99,2.38,66.3
Kuwait,2004,73.5,Developing,26921.8278,0.791,98,98,2.76,65.9
Kuwait,2003,73.4,Developing,2271.56961,0.788,99,99,3.23,65.5
Kuwait,2002,73.3,Developing,17789.41981,0.785,99,99,3.56,65
Kuwait,2001,73.2,Developing,1654.96761,0.786,99,99,3.61,64.5
Kuwait,2000,73.2,Developing,18389.38433,0.786,94,98,2.51,64
Latvia,2014,74.4,Developed,15725.1374,0.822,92,92,5.88,6.7
Latvia,2013,74.1,Developed,1532.22924,0.814,94,94,5.67,6.2
Latvia,2012,73.8,Developed,13822.8559,0.812,91,91,5.91,59.8
Latvia,2011,73.6,Developed,1372.68947,0.81,92,92,6.1,59.4
Latvia,2010,72.8,Developed,11326.21947,0.815,92,92,6.55,58.9
Latvia,2009,72.6,Developed,12219.37379,0.821,94,94,6.84,58.5
Latvia,2008,71.9,Developed,16348.53121,0.819,94,94,6.63,58.1
Latvia,2007,78,Developed,1444.1589,0.814,94,94,7.1,57.7
Latvia,2006,75,Developed,9667.9757,0.807,96,96,6.8,57.4
Latvia,2005,76,Developed,7558.7426,0.791,99,99,6.37,57
Latvia,2004,71,Developed,6351.8125,0.776,99,99,6.51,56.6
Latvia,2003,78,Developed,5134.95694,0.761,98,98,6.15,56.3
Latvia,2002,73,Developed,4132.34927,0.746,98,97,6.29,56
Latvia,2001,69.9,Developed,3572.8513,0.728,97,97,6.17,55.7
Latvia,2000,71,Developed,3352.731296,0.716,96,96,6,55.4
Lebanon,2014,74.8,Developing,8161.4614,0.763,75,81,6.39,65.4
Lebanon,2013,74.9,Developing,846.285153,0.766,75,81,6.63,64.9
Lebanon,2012,75,Developing,8787.94668,0.763,75,81,6.99,64.4
Lebanon,2011,75,Developing,8734.9653,0.758,75,81,7.12,64
Lebanon,2010,74.9,Developing,8763.826274,0.752,75,81,7.19,63.5
Lebanon,2009,74.7,Developing,84.268878,0.746,75,81,7.42,63
Lebanon,2008,74.5,Developing,712.775759,0.74,75,81,8.7,62.5
Lebanon,2007,74.4,Developing,614.271115,0.731,75,8,8.9,61.9
Lebanon,2006,74.1,Developing,5372.65899,0.733,75,78,8.83,61.4
Lebanon,2005,73.9,Developing,5339.441291,0,74,77,8.42,6.8
Lebanon,2004,73.7,Developing,5424.22356,0,74,75,8.91,6.2
Lebanon,2003,73.5,Developing,5425.6697,0,74,74,9.3,59.7
Lebanon,2002,73.2,Developing,5436.595223,0,77,77,1.5,59.1
Lebanon,2001,73,Developing,5253.122599,0,8,8,1.9,58.6
Lebanon,2000,72.7,Developing,5334.93329,0,83,83,1.86,57.9
Lesotho,2014,52.1,Developing,1174.839214,0.491,9,93,1.62,32
Lesotho,2013,52.1,Developing,1196.1335,0.484,9,93,11.7,31.4
Lesotho,2012,52.2,Developing,1281.516,0.479,93,95,11.14,3.8
Lesotho,2011,52.3,Developing,1352.38433,0.469,95,96,11.79,3.2
Lesotho,2010,51.1,Developing,1173.26212,0.464,92,93,1.87,29.7
Lesotho,2009,49.4,Developing,923.136931,0.453,89,91,9.8,29.2
Lesotho,2008,47.8,Developing,934.428563,0.447,86,88,8.85,28.8
Lesotho,2007,46.2,Developing,918.432717,0.44,87,88,8.47,28.3
Lesotho,2006,45.3,Developing,915.775754,0.437,88,89,7.12,27.9
Lesotho,2005,44.5,Developing,862.9463118,0.437,88,89,6.3,27.4
Lesotho,2004,44.8,Developing,781.5145936,0.439,89,9,6.96,26.9
Lesotho,2003,45.5,Developing,63.636279,0.44,9,9,7.13,26.4
Lesotho,2002,46.4,Developing,47.89395,0.446,84,84,6.91,25.9
Lesotho,2001,47.8,Developing,437.819184,0.443,78,78,7.53,25.4
Lesotho,2000,49.3,Developing,474.8197876,0.445,82,83,6.92,24.9
Liberia,2014,58.1,Developing,458.4651734,0.426,49,5,1.4,26.7
Liberia,2013,61.1,Developing,454.1222236,0.419,75,76,9.25,26.1
Liberia,2012,67,Developing,415.361958,0.416,8,8,1.19,25.6
Liberia,2011,62,Developing,379.689583,0.406,77,77,11.23,25
Liberia,2010,59.7,Developing,327.42597,0.403,71,7,11.87,24.5
Liberia,2009,59.2,Developing,33.667491,0.4,84,81,14.39,24
Liberia,2008,58.6,Developing,232.61732,0.394,79,75,11.83,23.4
Liberia,2007,57.9,Developing,21.3733292,0.383,67,65,1.24,22.9
Liberia,2006,56.7,Developing,178.92799,0.377,66,6,1.9,22.4
Liberia,2005,55.3,Developing,168.648254,0.372,66,6,8.4,22
Liberia,2004,54,Developing,149.4452549,0.335,47,31,8.77,21.5
Liberia,2003,50,Developing,133.494518,0.373,49,35,3.44,21.1
Liberia,2002,56,Developing,177.285187,0.376,51,39,5.43,2.7
Liberia,2001,51.5,Developing,174.1815473,0.386,54,42,6.41,2.4
Liberia,2000,51.9,Developing,183.4149991,0.338,56,46,5.91,2.2
Libya,2011,71.3,Developing,562.549434,0.756,98,98,4.77,6.9
Libya,2010,72.8,Developing,1212.56217,0.755,98,98,3.5,59.9
Libya,2009,72.7,Developing,1296.97353,0.757,98,98,3.16,59
Libya,2008,72.6,Developing,14396.4865,0.757,98,98,2.4,58.2
Libya,2007,72.5,Developing,1138.56661,0.756,98,98,2.63,57.4
Libya,2006,72.2,Developing,9344.987518,0.752,98,98,2.51,56.7
Libya,2005,71.9,Developing,8171.361651,0.748,98,98,2.71,56
Libya,2004,71.5,Developing,586.8364,0.747,97,97,3.46,55.3
Libya,2003,71.3,Developing,4676.96753,0.74,95,95,4.6,54.6
Libya,2002,71.1,Developing,375.442638,0.736,93,93,4.57,54
Libya,2001,71,Developing,6269.58123,0.732,94,94,4.6,53.4
Libya,2000,78,Developing,7145.628494,0.727,94,94,3.41,52.8
Lithuania,2014,73.4,Developed,16554.97139,0.841,93,93,6.55,61.9
Lithuania,2013,73,Developed,15712.82376,0.834,93,93,6.59,61.4
Lithuania,2012,73,Developed,14341.836,0.83,93,93,6.67,6.9
Lithuania,2011,72.8,Developed,14357.73679,0.826,92,92,6.86,6.5
Lithuania,2010,72.4,Developed,11984.86857,0.824,95,95,7.9,6
Lithuania,2009,72.2,Developed,11837.3913,0.825,98,98,7.53,59.7
Lithuania,2008,71.1,Developed,14961.56818,0.82,96,96,6.61,59.3
Lithuania,2007,72,Developed,12297.91535,0.812,95,95,6.22,59
Lithuania,2006,76,Developed,924.642548,0.807,94,94,6.2,58.7
Lithuania,2005,78,Developed,7863.1629,0.798,93,94,5.83,58.4
Lithuania,2004,71.6,Developed,676.966998,0.792,9,94,5.67,58.1
Lithuania,2003,71.6,Developed,555.535669,0.78,91,94,6.46,57.8
Lithuania,2002,71.4,Developed,4146.987928,0.77,97,95,6.4,57.5
Lithuania,2001,71.2,Developed,353.147337,0.757,97,95,6.26,57.2
Lithuania,2000,71.6,Developed,3297.35471,0.745,92,94,6.46,56.9
Luxembourg,2014,81.7,Developed,119172.7418,0.892,99,99,6.94,6.9
Luxembourg,2013,81.4,Developed,113751.85,0.892,99,99,7.1,6.5
Luxembourg,2012,81.1,Developed,16749.136,0.892,99,99,7.18,6.1
Luxembourg,2011,88,Developed,115761.577,0.894,96,99,7.34,59.6
Luxembourg,2010,86,Developed,14965.361,0.884,96,99,7.68,59.2
Luxembourg,2009,83,Developed,13198.6693,0.888,96,99,8.11,58.8
Luxembourg,2008,80,Developed,114293.8433,0.887,96,99,7.34,58.4
Luxembourg,2007,79.7,Developed,1618.4928,0.877,96,99,6.8,57.9
Luxembourg,2006,79.4,Developed,89739.7117,0.88,99,99,7.75,57.5
Luxembourg,2005,78.8,Developed,8289.69641,0.874,99,99,7.95,57
Luxembourg,2004,78.7,Developed,75716.3518,0.867,99,99,8.2,56.4
Luxembourg,2003,78.6,Developed,65445.8853,0.865,99,98,7.67,55.8
Luxembourg,2002,78.3,Developed,5293.64115,0.86,99,99,8.27,55.2
Luxembourg,2001,78,Developed,48179.4285,0.854,99,99,7.4,54.6
Luxembourg,2000,77.8,Developed,48735.99549,0.848,99,99,7.48,54
Madagascar,2014,65.1,Developing,452.4631926,0.509,73,73,3.4,2
Madagascar,2013,64.7,Developing,461.723722,0.508,73,74,4.15,19.5
Madagascar,2012,64.3,Developing,443.9611,0.506,71,7,3.46,19
Madagascar,2011,63.8,Developing,454.963464,0.504,73,73,4.24,18.5
Madagascar,2010,63.3,Developing,412.739341,0.503,7,7,4.86,18
Madagascar,2009,62.8,Developing,415.6893226,0.5,76,77,4.7,17.6
Madagascar,2008,62.3,Developing,47.733254,0.491,77,77,4.5,17.1
Madagascar,2007,61.9,Developing,377.8482928,0.483,83,84,4.98,16.7
Madagascar,2006,61.4,Developing,292.157443,0.478,83,85,5.11,16.3
Madagascar,2005,69,Developing,274.819723,0.473,8,85,5.3,15.8
Madagascar,2004,64,Developing,245.1235876,0.466,74,78,4.89,15.4
Madagascar,2003,59.9,Developing,316.7998965,0.457,65,66,4.81,15
Madagascar,2002,59.3,Developing,262.2859481,0.462,61,62,5.29,14.7
Madagascar,2001,58.7,Developing,278.555732,0.456,6,6,5.17,14.3
Madagascar,2000,57.9,Developing,245.939659,0,58,57,5.8,13.9
Malawi,2014,57.6,Developing,354.7253961,0.466,87,91,11.38,19.2
Malawi,2013,56.7,Developing,332.922339,0.459,89,89,1.96,18.8
Malawi,2012,55.3,Developing,374.51882,0.454,95,96,12.6,18.4
Malawi,2011,54.1,Developing,512.125451,0.444,97,97,11.67,18
Malawi,2010,52.9,Developing,458.8681744,0.43,86,93,1.5,17.6
Malawi,2009,51.5,Developing,42.7379657,0.415,93,93,1.18,17.3
Malawi,2008,50,Developing,372.842678,0.4,92,91,1.7,16.9
Malawi,2007,48.5,Developing,32.2227274,0.387,88,87,9.31,16.6
Malawi,2006,47.1,Developing,297.6971211,0.377,99,99,8.99,16.2
Malawi,2005,46,Developing,28.3673842,0.371,94,93,8.2,15.9
Malawi,2004,45.1,Developing,274.2256294,0.366,94,89,7.82,15.5
Malawi,2003,44.6,Developing,26.152517,0.362,85,84,6.35,15.2
Malawi,2002,44,Developing,29.9798977,0.388,79,64,4.82,14.8
Malawi,2001,43.5,Developing,146.7615397,0.387,86,9,5.7,14.4
Malawi,2000,43.1,Developing,153.2594872,0.391,73,75,6.7,14.1
Malaysia,2014,74.8,Developing,11183.96191,0.783,97,97,4.17,39.5
Malaysia,2013,74.6,Developing,1882.27842,0.779,97,97,4.2,38.5
Malaysia,2012,74.5,Developing,1779.49641,0.776,97,97,4.1,37.4
Malaysia,2011,74.3,Developing,145.1262,0.774,96,96,3.89,36.3
Malaysia,2010,74.1,Developing,971.356987,0.764,96,96,3.99,35.3
Malaysia,2009,74,Developing,7326.744435,0.756,97,97,3.97,34.4
Malaysia,2008,73.8,Developing,8513.629541,0.747,97,97,3.47,33.4
Malaysia,2007,73.7,Developing,7269.17114,0.736,97,97,3.61,32.5
Malaysia,2006,73.6,Developing,6222.982955,0.732,95,95,3.65,31.6
Malaysia,2005,73.4,Developing,5593.822995,0.734,96,96,3.29,3.7
Malaysia,2004,73.2,Developing,4955.477743,0.731,95,95,3.74,29.8
Malaysia,2003,73.1,Developing,4463.675893,0.724,96,96,3.95,28.8
Malaysia,2002,72.9,Developing,4167.364387,0.723,94,94,3.4,27.9
Malaysia,2001,72.7,Developing,3915.11546,0.725,95,96,3.4,27
Malaysia,2000,72.4,Developing,445.17471,0.715,98,98,3.4,26
Maldives,2014,78.2,Developing,7716.2415,0.693,99,99,13.73,26.2
Maldives,2013,77.9,Developing,7112.33575,0.683,99,99,11.16,25.1
Maldives,2012,77.6,Developing,6541.7465,0.675,99,99,9.16,24.1
Maldives,2011,77.3,Developing,6497.55443,0.663,96,96,8.11,23.1
Maldives,2010,76.7,Developing,633.79498,0.653,97,96,7.93,22.1
Maldives,2009,76.3,Developing,597.1659,0.651,98,98,9.22,21.2
Maldives,2008,75.9,Developing,5828.621374,0.641,98,98,9.3,2.3
Maldives,2007,75.4,Developing,52.862285,0.632,98,98,6.64,19.5
Maldives,2006,75,Developing,4428.522898,0.622,98,98,7.37,18.7
Maldives,2005,74.3,Developing,3488.493769,0.625,98,98,9.52,18
Maldives,2004,73.4,Developing,3853.33348,0.617,96,96,5.89,17.3
Maldives,2003,72.7,Developing,3432.247841,0.601,98,98,5.9,16.7
Maldives,2002,71.8,Developing,32.37239,0.597,98,98,5.78,16.2
Maldives,2001,78,Developing,298.67598,0.587,97,98,5.84,15.6
Maldives,2000,69.6,Developing,2182.99711,0.577,98,98,8,15.2
Mali,2014,57.8,Developing,825.5729915,0.43,74,73,6.86,23.2
Mali,2013,57.3,Developing,777.659139,0.421,7,69,6.58,22.5
Mali,2012,57.2,Developing,777.3476868,0.411,72,66,6.47,21.9
Mali,2011,56.8,Developing,835.88998,0.404,72,66,6.59,21.3
Mali,2010,56.5,Developing,78.377632,0.396,77,73,6.35,2.7
Mali,2009,56,Developing,697.153124,0.385,77,73,6.85,2.2
Mali,2008,55.5,Developing,689.6784228,0.36,74,74,6.74,19.6
Mali,2007,55,Developing,595.6368319,0.363,76,74,6.97,19
Mali,2006,54.3,Developing,521.6425796,0.35,79,78,6.56,18.5
Mali,2005,53.6,Developing,487.942556,0.338,78,77,6.34,18
Mali,2004,52.8,Developing,439.3572924,0.333,7,69,6.28,17.5
Mali,2003,52,Developing,391.791281,0.318,67,63,6.25,17
Mali,2002,51.2,Developing,334.22416,0.308,65,61,6.32,16.5
Mali,2001,55,Developing,36.8473237,0.297,56,49,6.39,16.1
Mali,2000,49.8,Developing,269.3483829,0.291,53,43,6.29,15.6
Malta,2014,81.4,Developed,2618.92599,0.847,99,99,9.75,69.2
Malta,2013,81.1,Developed,2393.1888,0.828,99,99,9.89,68.8
Malta,2012,81,Developed,2193.8836,0.821,99,99,9.95,68.4
Malta,2011,87,Developed,22821.847,0.826,96,96,9.6,68
Malta,2010,83,Developed,2187.79469,0.819,76,76,8.3,67.6
Malta,2009,82,Developed,2675.58259,0.815,73,73,8.33,67.1
Malta,2008,80,Developed,21928.767,0.813,72,72,8.15,66.6
Malta,2007,79.6,Developed,19375.5696,0.808,76,74,8.36,66.1
Malta,2006,79.3,Developed,16671.5672,0.809,83,85,8.93,65.6
Malta,2005,79,Developed,15835.34667,0.805,94,92,8.83,65
Malta,2004,78.7,Developed,1519.5497,0.797,89,89,8.46,64.5
Malta,2003,78.5,Developed,13689.98999,0.79,94,94,8.6,63.9
Malta,2002,78.2,Developed,11843.9392,0.786,95,95,7.86,63.4
Malta,2001,77.8,Developed,1121.78636,0.783,95,95,7.11,62.8
Malta,2000,77.5,Developed,1139.5651,0.779,94,94,6.83,62.3
Mauritania,2014,63,Developing,1326.66882,0.509,84,84,3.77,3.1
Mauritania,2013,62.7,Developing,145.57838,0.501,8,8,3.63,29.4
Mauritania,2012,62.5,Developing,1364.283745,0.491,8,8,3.36,28.8
Mauritania,2011,62.2,Developing,1393.261593,0.487,73,75,2.87,28.1
Mauritania,2010,62,Developing,123.383675,0.484,52,64,3.28,27.4
Mauritania,2009,61.7,Developing,146.83851,0.476,63,64,3.79,26.8
Mauritania,2008,61.4,Developing,1167.535689,0.475,73,74,3.23,26.1
Mauritania,2007,61.2,Developing,113.3128,0.475,75,75,3.54,25.5
Mauritania,2006,69,Developing,944.134851,0.466,68,68,3.21,24.8
Mauritania,2005,66,Developing,697.7451989,0.461,71,71,4.21,24.2
Mauritania,2004,64,Developing,62.547286,0.451,68,7,4.7,23.6
Mauritania,2003,63,Developing,528.58661300000006,0.447,75,76,4.53,22.9
Mauritania,2002,62,Developing,46.9542322,0.446,91,89,5.31,22.3
Mauritania,2001,61,Developing,464.229758,0.444,75,75,4.34,21.7
Mauritania,2000,60,Developing,477.476124,0.443,58,51,5.26,21.1
Mauritius,2014,74.2,Developing,1153.93822,0.769,98,97,4.81,32.8
Mauritius,2013,74.1,Developing,9637.265,0.765,98,98,4.82,32.3
Mauritius,2012,73.9,Developing,9291.227619,0.756,98,98,4.76,31.8
Mauritius,2011,73.6,Developing,9197.26972,0.748,98,98,5.2,31.3
Mauritius,2010,73.3,Developing,8.376432,0.74,99,99,5.29,3.7
Mauritius,2009,72.8,Developing,7318.12641,0.734,99,99,4.97,3.2
Mauritius,2008,72.7,Developing,83.635,0.728,99,99,4.6,29.7
Mauritius,2007,72.9,Developing,6574.654338,0.72,96,97,4.24,29.1
Mauritius,2006,71.8,Developing,5695.969327,0.713,98,97,4.38,28.6
Mauritius,2005,72.1,Developing,5116.45424,0.704,97,97,4.47,28
Mauritius,2004,71.9,Developing,5229.876738,0.696,98,98,4.29,27.5
Mauritius,2003,71.5,Developing,4623.347642,0.687,99,99,4.15,26.9
Mauritius,2002,71.5,Developing,3957.51296,0.683,88,88,4.24,26.4
Mauritius,2001,71.5,Developing,3792.182152,0.673,93,92,3.87,25.8
Mauritius,2000,71,Developing,3861.32414,0.667,88,88,3.78,25.3
Mexico,2014,76.6,Developing,1452.27766,0.754,87,87,6.3,62.8
Mexico,2013,76.6,Developing,1298.86766,0.753,83,83,6.3,62.1
Mexico,2012,76.3,Developing,982.532572,0.748,99,99,6.21,61.5
Mexico,2011,76.1,Developing,9834.472689,0.745,97,97,6.4,6.8
Mexico,2010,75.6,Developing,8959.581416,0.739,95,95,6.39,6.1
Mexico,2009,75.7,Developing,7748.12331,0.738,95,95,6.6,59.4
Mexico,2008,75.6,Developing,9689.52887,0.735,96,96,6.6,58.7
Mexico,2007,76,Developing,933.341687,0.731,98,98,5.92,57.9
Mexico,2006,75.8,Developing,8767.92258,0.723,98,98,5.83,57.2
Mexico,2005,75.3,Developing,7986.798439,0.719,98,98,6.4,56.4
Mexico,2004,75.4,Developing,7199.59665,0.714,98,98,6.11,55.7
Mexico,2003,75,Developing,6751.998987,0.708,98,98,6.2,54.9
Mexico,2002,75,Developing,716.8219,0.703,98,97,5.52,54.1
Mexico,2001,75,Developing,731.378864,0.7,97,97,5.35,53.2
Mexico,2000,74.8,Developing,672.92113,0.694,97,97,4.98,52.4
Mongolia,2014,68.4,Developing,4181.583321,0.729,99,99,4.73,51.5
Mongolia,2013,68.1,Developing,4385.379355,0.72,98,98,4.21,5.4
Mongolia,2012,67.8,Developing,4368.82248,0.712,99,99,4.22,49.2
Mongolia,2011,67.3,Developing,3769.595255,0.701,99,99,4.45,48
Mongolia,2010,66.3,Developing,265.353659,0.693,96,96,4.7,46.9
Mongolia,2009,66.9,Developing,1717.898761,0.686,96,95,5.29,45.9
Mongolia,2008,67.4,Developing,2139.625631,0.673,95,96,5.58,44.9
Mongolia,2007,65.9,Developing,1634.81431,0.661,99,95,5.6,43.9
Mongolia,2006,65,Developing,1334.651896,0.649,98,99,4.68,43
Mongolia,2005,64.5,Developing,998.8226671,0.637,99,99,5.9,42.1
Mongolia,2004,64,Developing,797.8377432,0.621,99,99,5.99,41.3
Mongolia,2003,64,Developing,646.561295,0.609,98,98,6.18,4.5
Mongolia,2002,63.8,Developing,571.51883,0.599,98,98,5.81,39.8
Mongolia,2001,63.2,Developing,524.145924,0.588,95,95,5.45,39.1
Mongolia,2000,62.8,Developing,474.2133361,0.582,94,94,4.92,38.5
Montenegro,2014,75.9,Developing,7378.345289,0.803,91,91,6.42,61.3
Montenegro,2013,75.8,Developing,7186.429787,0.799,94,94,6.43,6.7
Montenegro,2012,75.6,Developing,6586.71929,0.797,94,94,7.25,6.2
Montenegro,2011,75.4,Developing,7318.742449,0.792,95,95,6.92,59.7
Montenegro,2010,75.3,Developing,6682.281158,0.787,93,94,6.9,59.1
Montenegro,2009,75,Developing,6698.79439,0.785,91,92,6.7,58.5
Montenegro,2008,74.6,Developing,7325.73474,0.774,95,95,6.13,57.8
Montenegro,2007,74.2,Developing,5957.145693,0.762,92,92,6.74,57.2
Montenegro,2006,73.8,Developing,4383.59597,0.751,9,9,8.1,56.5
Morocco,2014,74.1,Developing,3154.513484,0.64,99,99,5.91,57.5
Morocco,2013,73.9,Developing,3111.762887,0.634,99,99,5.94,56.5
Morocco,2012,73.6,Developing,294.746728,0.623,99,99,6.15,55.5
Morocco,2011,73.3,Developing,339.91616,0.612,98,99,5.99,54.6
Morocco,2010,72.8,Developing,2834.2472,0.603,99,99,5.86,53.6
Morocco,2009,72.3,Developing,2861.5545,0.596,99,99,5.67,52.7
Morocco,2008,71.8,Developing,2884.94776,0.589,99,99,5.41,51.7
Morocco,2007,71.4,Developing,2494.353552,0.581,95,95,5.48,5.8
Morocco,2006,71,Developing,2191.478567,0.575,97,97,5.23,49.9
Morocco,2005,77,Developing,213.755559,0.569,98,98,5.6,49.1
Morocco,2004,72,Developing,1948.812275,0.561,97,97,5.22,48.2
Morocco,2003,69.9,Developing,1721.973863,0.551,91,91,5.25,47.3
Morocco,2002,69.5,Developing,1413.757176,0.54,94,94,5.31,46.5
Morocco,2001,69,Developing,1336.775376,0.53,93,96,4.44,45.7
Morocco,2000,68.6,Developing,1332.382358,0.519,95,95,4.18,44.8
Mozambique,2014,56.7,Developing,623.2871141,0.409,79,79,6.98,22.2
Mozambique,2013,55.3,Developing,65.985681,0.405,78,78,5.9,21.8
Mozambique,2012,54.8,Developing,566.513873,0.4,73,76,5.58,21.3
Mozambique,2011,54.3,Developing,526.5313517,0.397,73,76,6.23,2.9
Mozambique,2010,54,Developing,419.2258149,0.39,73,74,5.38,2.5
Mozambique,2009,53.8,Developing,463.852618,0.382,74,74,5.43,2.1
Mozambique,2008,53.2,Developing,53.127719,0.372,74,75,4.91,19.7
Mozambique,2007,52.1,Developing,422.1461573,0.36,75,75,5.25,19.3
Mozambique,2006,51.2,Developing,385.7567141,0.353,73,78,6.51,18.9
Mozambique,2005,58,Developing,369.1545359,0.341,71,8,6.87,18.5
Mozambique,2004,54,Developing,336.3318145,0.332,69,83,5.91,18.1
Mozambique,2003,51,Developing,283.8911588,0.318,67,85,6.39,17.7
Mozambique,2002,49.8,Developing,262.884551,0.311,76,76,6.45,17.3
Mozambique,2001,49.5,Developing,256.4414872,0.298,72,73,5.64,16.9
Mozambique,2000,49,Developing,277.6486591,0.291,69,7,6.16,16.5
Myanmar,2014,66.4,Developing,1262.893782,0.547,88,88,2.28,22.9
Myanmar,2013,66.2,Developing,1168.83947,0.54,76,75,2.16,22.1
Myanmar,2012,65.9,Developing,1171.58257,0.533,87,84,2.22,21.3
Myanmar,2011,65.6,Developing,1186.423937,0.526,9,84,1.87,2.5
Myanmar,2010,65.4,Developing,987.7365832,0.515,9,9,1.92,19.8
Myanmar,2009,65.2,Developing,741.777116,0.504,9,9,2.5,19.1
Myanmar,2008,59.2,Developing,643.951373,0.493,85,85,1.87,18.3
Myanmar,2007,64.5,Developing,41.451,0.484,84,86,1.68,17.6
Myanmar,2006,64.2,Developing,296.97284,0.474,82,82,1.78,17
Myanmar,2005,63.9,Developing,247.24276,0.465,86,73,1.83,16.4
Myanmar,2004,63.5,Developing,219.8156688,0.455,92,82,1.97,15.7
Myanmar,2003,63.2,Developing,219.782326,0.445,86,78,1.97,15.2
Myanmar,2002,62.8,Developing,143.77651,0.435,84,79,2.5,14.6
Myanmar,2001,62.5,Developing,138.9249275,0.427,77,73,1.8,14.1
Myanmar,2000,62.1,Developing,193.187484,0.417,88,82,1.84,13.6
Namibia,2014,65.9,Developing,5421.343953,0.632,88,88,8.93,34.9
Namibia,2013,66.1,Developing,5488.131712,0.625,89,89,8.53,34.1
Namibia,2012,65.8,Developing,5749.44752,0.619,84,84,8.24,33.3
Namibia,2011,64.3,Developing,56.971392,0.612,85,82,8.78,32.5
Namibia,2010,63,Developing,5191.58381,0.604,83,83,7.89,31.8
Namibia,2009,62.4,Developing,4153.497885,0.598,83,83,8.5,31
Namibia,2008,61.7,Developing,429.6561,0.589,83,83,7.15,3.2
Namibia,2007,60,Developing,422.51968,0.578,81,86,6.99,29.4
Namibia,2006,57,Developing,3881.29535,0.57,74,86,7.2,28.7
Namibia,2005,55.1,Developing,3573.146387,0.565,86,86,7.32,27.9
Namibia,2004,54.7,Developing,3288.257373,0.559,81,81,6.47,27.2
